Shipment Date;Line;Work Order;Sales Order;No.;Customer;Description;Status;draw;Qty;Weld;Paint;Shipped;Rest;Rest price
04.07.2025;D-LINE;WO072921;SO027202;149707;KENDA Deutschland GmbH;WB AG20.00x22.5 H2 8/221/275 Ø27 R18 ET-25 RFH;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P225-200-039-STR_BM.pdf;8;0;0;0;8;1517.04
04.07.2025;E-LINE;WO072417;SO027049;143910;KENDA Deutschland GmbH;WB 10.50Ix12 H2 4/85/130 Ø14.5 ET-53 Silver;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\143910_BM.pdf;109;109;94;94;15;489.75
04.07.2025;E-LINE;WO072889;SO027199;442075;KENDA Deutschland GmbH;WB 7.00Ix12 H2 4/60/100 Ø16 R12 ET-4;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-070-158-STR_BM.pdf;10;0;0;0;10;247.80
04.07.2025;E-LINE;WO072907;SO027200;409702;KENDA Deutschland GmbH;WB 7.00Ix10 H2 5/80/114.3 Ø15 C80 ET-2;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-070-012-STR_BM.pdf;96;96;0;0;96;2114.88
04.07.2025;E-LINE;WO073224;SO027281;100630;KENDA GB Rugeley Ltd;WB 5.50Ix8 H2 4/67/101.6 Ø12.5 C60 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P080-055-033-STR_BM.pdf;50;0;0;0;50;731.50
04.07.2025;E-LINE;WO073239;SO027281;723846;KENDA GB Rugeley Ltd;WB 8.50Ix12 H2 5/71/152.4 Ø14 C60 ET60;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-085-107-STR_BM.pdf;96;96;48;0;96;3205.44
04.07.2025;F-LINE;WO071679;SO026787;521022;KENDA Polska Sp. z.o.o.;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\521022_BM.pdf;100;100;88;88;12;455.88
04.07.2025;F-LINE;WO073581;SO027431;729541;KENDA Deutschland GmbH;WB W11x20 H2 6/110/150 Ø17 ET-40;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-110-066-STR_BM.pdf;52;0;0;0;52;6065.28
04.07.2025;F-LINE;WO072488;SO027084;521022;KENDA Polska Sp. z.o.o.;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\521022_BM.pdf;150;150;150;144;6;227.94
04.07.2025;G-LINE;WO072472;SO027068;139708;KENDA Polska Sp. z.o.o.;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W160-110-006-STR_BM.pdf;60;60;58;58;2;110.78
04.07.2025;G-LINE;WO072867;SO027194;645940;KENDA Deutschland GmbH;WB 5Jx14 H2 5/97/140 Ø16 C60 ET28;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P140-050-012-STR_BM.pdf;65;0;0;0;65;1797.90
04.07.2025;G-LINE;WO072926;SO027202;162713;KENDA Deutschland GmbH;WB 5.5Jx14 H2 5/97/140 Ø18.5 R14 ET50;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P140-055-050-STR_BM.pdf;80;0;0;0;80;2984.00
04.07.2025;G-LINE;WO073562;SO027423;117683;KENDA Schweiz AG;WB 10LBx15 H2 6/161/205 Ø19.5 ET-10;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P150-100-161-STR_BM.pdf;10;10;0;0;10;964.10
04.07.2025;G-LINE;WO073569;SO027427;118529;KENDA Schweiz AG;WB 8Jx16 H2 6/161/205 Ø21.5 R16 ET-76;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-080-177-STR_BM.pdf;4;0;0;0;4;364.44
04.07.2025;G-LINE;WO073587;SO027432;163802;KENDA Deutschland GmbH;WB 8Jx16 H2 6/161/205 Ø18.5 R14 ET-120;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-080-175-STR_BM.pdf;24;8;0;0;24;1472.64
04.07.2025;GS-DUAL;WO073549;SO027415;584041;KENDA Schweiz AG;DU Wheel MD/HD W8x24/20-170,0   136VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D240-080-005-STR_BM.pdf;2;2;2;0;2;320.80
04.07.2025;GS-LINE;WO073544;SO027415;621838;KENDA Schweiz AG;DU Wheel MD/HD W8x48/38K-300,0   190VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D480-080-007-STR_BM.pdf;2;2;2;0;2;667.20
04.07.2025;GS-LINE;WO073546;SO027415;633060;KENDA Schweiz AG;DU Wheel MD/HD W8x44/34K-300,0   190VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D440-080-004-STR_BM.pdf;2;2;2;0;2;573.60
04.07.2025;GS-LINE;WO073547;SO027415;654324;KENDA Schweiz AG;DU Wheel MD/HD W8x40/30K-300,0   160VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D400-080-005-STR_BM.pdf;2;0;0;0;2;506.40
04.07.2025;GS-LINE;WO073561;SO027422;118048;KENDA Schweiz AG;DU Wheel MD/HD W8x48/38-250,0   150VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D480-080-019-STR_BM.pdf;2;2;0;0;2;638.40
04.07.2025;GS-LINE;WO073565;SO027425;162836;KENDA Schweiz AG;DU Wheel MD/HD W7x36/28-180,0   140VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D360-070-005-STR_BM.pdf;2;2;2;0;2;430.40
04.07.2025;GS-SOK;WO073542;SO027415;714752;KENDA Schweiz AG;DU Wheel SOK3 W8x16/17-160,0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D160-080-013-STR_BM.pdf;4;4;0;0;4;363.20
04.07.2025;GS-SOK;WO073543;SO027415;585932;KENDA Schweiz AG;DU Wheel SOK2 5.50Fx16/15-108,0  DTS   95VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D160-055-001-STR_BM.pdf;4;4;0;0;4;286.40
04.07.2025;ROLL LINE;WO072094;SO026940;112091;KENDA Deutschland GmbH;WB 7.00Ix12 H2 5/93/140 Ø15 ET-10 Silver RAL9006;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\112091_BM.pdf;500;500;495;493;7;164.50
04.07.2025;ROLL LINE;WO073880;SO027509;115610;KENDA Europe A/S;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P150-130-002-SRL_BM.pdf;2;2;0;0;2;137.90
04.07.2025;ROLLING-LINE;WO073617;SO027434;494968;Grasdorf Rad  GmbH;DU Spacer Emc2 42K-385;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420023_BM.pdf;20;20;20;0;20;4890.00
04.07.2025;ROLLING-LINE;WO073618;SO027434;494876;Grasdorf Rad  GmbH;DU Spacer Emc2 38-335;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380028_BM.pdf;10;10;10;0;10;2135.00
08.07.2025;D-LINE;WO072030;SO026916;559537;KENDA Deutschland GmbH;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 RFH;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-160-067-STR_BM.pdf;50;10;10;10;40;4020.00
08.07.2025;G-LINE;WO070458;SO026357;494708;KENDA GB Rugeley Ltd;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET-35;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W153-090-087-STR_BM.pdf;112;112;107;107;5;210.65
09.07.2025;E-LINE;WO072487;SO027083;516455;KENDA Polska Sp. z.o.o.;WB 7.00Ix12 H2 5/94/140 Ø16.5 R14 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-070-187-STR_BM.pdf;160;160;150;150;10;254.90
09.07.2025;GALVA-COST;(blank);SO027208;495224;KENDA Schweiz AG;DU Hookspindle  MD/SOK 575mm;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G32009_BM.pdf;500;0;0;250;250;2440.00
09.07.2025;GS-DUAL;WO073495;SO027401;727547;KENDA Schweiz AG;DU Wheel MD/HD W7x24/20K-170,0   135VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D240-070-007-STR_BM.pdf;2;2;1;1;1;160.00
10.07.2025;M-LINE;WO073108;SO027116;608891;STIGA S.p.A.;AB 16x7.50-8 70A3 STARCO Turf Grip TR412;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\608891.pdf;2376;0;1332;1620;756;12700.80
10.07.2025;M-LINE;WO074084;SO027526;625812;STIGA S.p.A.;AI 18x8.50-8 58A4 STARCO Turf Grip TR412;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\625812.pdf;700;0;480;480;220;4664.00
10.07.2025;M-LINE;WO074085;SO027526;625805;STIGA S.p.A.;AI 15x6.00-6 46A4 STARCO Turf Grip TR412;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\625805.pdf;756;0;400;400;356;5233.20
11.07.2025;A-LINE;WO072904;SO027200;376851;KENDA Deutschland GmbH;WI GO 2.50Ax8 35x71;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\376851_BM.pdf;325;0;0;0;325;1537.25
11.07.2025;A-LINE;WO072914;SO027201;275116;KENDA Deutschland GmbH;WI GR 2.50Ax6 20x113/107;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\275116_BM.pdf;200;0;0;0;200;1174.00
11.07.2025;A-LINE;WO073079;SO027239;518640;KENDA Deutschland GmbH;WI GF 2.50Ax8 20,1x150/143;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-025-051_BM.pdf;200;0;0;0;200;1206.00
11.07.2025;A-LINE;WO073230;SO027281;493442;KENDA GB Rugeley Ltd;WI GO 2.50Ax8 35,3x63,5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\493442_BM.pdf;810;810;804;804;6;28.92
11.07.2025;A-LINE;WO073436;SO027359;542195;KENDA GB Rugeley Ltd;WI EK 2.50Ax8 25x63,5/71,5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-025-059_BM.pdf;100;0;0;0;100;867.00
11.07.2025;B-LINE;WO069235;SO025963;663852;KENDA België NV;WI GK 4.50Ix9 H2 35x68 TL Silver RAL9006 6007 2RS;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\663852_BM.pdf;600;600;600;502;98;1673.84
11.07.2025;CLAMP ASSEMBLY;(blank);SO027505;481920;Forrim bv;DU Clamp HD;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G16001.pdf;100;0;0;0;100;5100.00
11.07.2025;C-LINE;WO072492;SO027088;541747;KENDA Polska Sp. z.o.o.;WI EK 4.50Ax6 H 25x90/98;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-060-045-054_BM.pdf;400;0;0;0;400;3920.00
11.07.2025;C-LINE;WO073243;SO027281;274522;KENDA GB Rugeley Ltd;WB 2.50Ax8 H2 4/85/115 Ø12.5 C90 ET0;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274522_BM.pdf;553;0;553;0;553;3107.86
11.07.2025;D-LINE;WO072814;SO027179;275963;KENDA GB Rugeley Ltd;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W225-160-036-STR_BM-1.pdf;160;0;0;0;160;21331.20
11.07.2025;D-LINE;WO073415;SO027346;556727;KENDA Deutschland GmbH;WB W10x24 6/161/205 Ø18 ET-32;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P240-100-015-STR_BM.pdf;4;0;0;0;4;1091.96
11.07.2025;D-LINE;WO073597;SO027432;116259;KENDA Deutschland GmbH;WB AG16.00x22.5 H2 8/221/275 Ø22.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P225-160-176-STR_BM.pdf;4;0;0;0;4;983.28
11.07.2025;E-LINE;WO069908;SO026201;736006;KENDA GB Rugeley Ltd;WB 7.00Ix10 H2 4/64.5/101.6 Ø14.5 C60 ET-28.5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P100-070-031-STR_BM.pdf;100;100;94;94;6;137.40
11.07.2025;E-LINE;WO072859;SO027193;700830;KENDA Deutschland GmbH;WB 7.00Ix8 H2 4/58.5/85 Ø14 R12 ET-7;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P080-070-071-STR_BM.pdf;60;0;0;0;60;1380.00
11.07.2025;E-LINE;WO072861;SO027194;594293;KENDA Deutschland GmbH;WB 8.50Ix10 H2 4/60/100 Ø15 C60 ET-3;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P100-085-030-STR_BM.pdf;100;0;0;0;100;2460.00
11.07.2025;E-LINE;WO072888;SO027199;422152;KENDA Deutschland GmbH;WB 7.00Ix12 H2 6/80/120 Ø16 R12 ET-4;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-070-154-STR_BM.pdf;100;0;0;0;100;2478.00
11.07.2025;E-LINE;WO072897;SO027200;293219;KENDA Deutschland GmbH;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-085-073-STR_BM.pdf;60;0;0;0;60;1650.00
11.07.2025;E-LINE;WO072917;SO027201;293202;KENDA Deutschland GmbH;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-070-023-STR_BM.pdf;56;0;0;0;56;1288.00
11.07.2025;E-LINE;WO073020;SO027230;717654;KENDA Deutschland GmbH;WB 8.50Ix12 H2 5/80/115 Ø14.5 C80 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P120-085-157-STR_BM.pdf;64;0;0;0;64;2702.08
11.07.2025;E-LINE;WO073027;SO027230;143941;KENDA Deutschland GmbH;WB 10.50Ix12 H2 5/79.5/114.3 Ø12 C75 ET-25 Orange;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\143941_BM.pdf;100;0;0;0;100;3982.00
11.07.2025;E-LINE;WO073231;SO027281;613444;KENDA GB Rugeley Ltd;WB 6.00Ix10 H2 4/67/101.6 Ø12.5 R11 ET-3;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P100-060-096-STR_BM.pdf;100;100;0;0;100;1656.00
11.07.2025;E-LINE;WO073404;SO027345;678979;KENDA Deutschland GmbH;WB 7.00Ix8 H2 4/72/101.6 Ø14.3 C60 ET-4;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P080-070-068-STR_BM.pdf;12;0;0;0;12;680.88
11.07.2025;E-LINE;WO073408;SO027345;307190;KENDA Deutschland GmbH;WB 10.50Ix12 H2 10/93/140 Ø16.5 ET-35;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-105-161-STR_BM.pdf;16;0;0;0;16;1187.04
11.07.2025;E-LINE;WO073412;SO027346;139623;KENDA Deutschland GmbH;WB 10.50Ix12 H2 5/94/140 Ø18.5 R14 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-105-020-STR_BM.pdf;50;0;0;0;50;2442.00
11.07.2025;E-LINE;WO073590;SO027432;713540;KENDA Deutschland GmbH;WB 7.00Bx8 H2 4/70/100 Ø13 ET-24;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-070-033-STR_BM.pdf;100;0;0;0;100;2127.00
11.07.2025;E-LINE;WO073598;SO027433;282435;KENDA Deutschland GmbH;RM 8.50Ix12 H2;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\282435_BM.pdf;100;100;100;0;100;2000.00
11.07.2025;F-LINE;WO072509;SO027103;294230;KENDA België NV;WB 6.75x17.5 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W175-068-002-STR_BM.pdf;248;0;216;208;40;2287.60
11.07.2025;F-LINE;WO072864;SO027194;619316;KENDA Deutschland GmbH;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET-45;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-130-028-STR_BM.pdf;70;0;0;0;70;4508.70
11.07.2025;F-LINE;WO072918;SO027202;146096;KENDA Deutschland GmbH;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET50 RFH;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P155-130-096-STR_BM.pdf;40;0;0;0;40;2125.60
11.07.2025;F-LINE;WO073252;SO027281;614564;KENDA GB Rugeley Ltd;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-055-STR_BM.pdf;240;0;0;0;240;20671.20
11.07.2025;F-LINE;WO073254;SO027281;275666;KENDA GB Rugeley Ltd;WB 9.00Wx18 H2 8/221/275 Ø21.5 R16 ET-8;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W180-090-022-STR_BM.pdf;50;0;0;0;50;2803.50
11.07.2025;F-LINE;WO073528;SO027412;576831;KENDA Schweiz AG;WB 13.00x17 H2 6/151/205 Ø26 R18 ET100;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P170-130-092-STR_BM.pdf;10;0;0;0;10;2316.50
11.07.2025;F-LINE;WO073584;SO027431;535371;KENDA Deutschland GmbH;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET120;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-130-077-STR_BM.pdf;15;0;0;0;15;1174.65
11.07.2025;F-LINE;WO073585;SO027431;576831;KENDA Deutschland GmbH;WB 13.00x17 H2 6/151/205 Ø26 R18 ET100;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P170-130-092-STR_BM.pdf;24;24;0;0;24;1996.80
11.07.2025;G-LINE;WO072855;SO027193;743493;KENDA Deutschland GmbH;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET-12;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W153-090-069-STR_BM.pdf;50;20;0;0;50;2135.50
11.07.2025;G-LINE;WO072868;SO027194;672137;KENDA Deutschland GmbH;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET-20;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-110-040-STR_BM.pdf;40;0;0;0;40;2471.20
11.07.2025;G-LINE;WO073076;SO027239;474120;KENDA Deutschland GmbH;WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W150-130-124-STR_BM.pdf;200;200;195;195;5;239.20
11.07.2025;G-LINE;WO073526;SO027412;474120;KENDA Schweiz AG;WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W150-130-124-STR_BM.pdf;12;0;0;0;12;581.28
11.07.2025;G-LINE;WO073530;SO027412;702360;KENDA Schweiz AG;WB 8Jx16 H2 6/130/170 Ø19.5 ET65;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-080-134-STR_BM.pdf;10;0;0;0;10;467.70
11.07.2025;G-LINE;WO073559;SO027420;105871;KENDA Schweiz AG;WB 5.5Jx14 H2 6/161/205 Ø21.5 R16 ET-15;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P140-055-048-STR_BM.pdf;30;0;0;0;30;1112.40
11.07.2025;G-LINE;WO072929;SO027203;143750;KENDA Deutschland GmbH;WB 12LBx15 H2 10/93/140 Ø15 - ET-70 Silver;Finished;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\143750_BM.pdf;500;500;500;491;9;457.29
11.07.2025;GS-SOK;WO073501;SO027405;726946;KENDA Schweiz AG;DU Wheel SOK2 W6x16/15-108,0  DTS   96VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D160-060-002-STR_BM.pdf;60;60;0;0;60;4968.00
15.07.2025;C-LINE;WO072478;SO027074;316215;KENDA Polska Sp. z.o.o.;WI GK 4.50Ax6 H2 25x90;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-060-045-012_BM.pdf;200;200;197;197;3;31.14
15.07.2025;E-LINE;WO072493;SO027089;640143;KENDA Polska Sp. z.o.o.;WB 6.00Ix10 H2 4/56.5/100 Ø13 C60 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P100-060-101-STR_BM.pdf;200;200;193;193;7;135.52
15.07.2025;F-LINE;WO072880;SO027198;557885;KENDA Deutschland GmbH;WB 16.00x17 H2 8/221/275 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-160-065-STR_BM.pdf;150;149;149;149;1;62.61
17.07.2025;ROLL LINE;WO072943;SO027204;112091;KENDA Deutschland GmbH;WB 7.00Ix12 H2 5/93/140 Ø15 ET-10 Silver RAL9006;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\112091_BM.pdf;400;0;0;0;400;9400.00
18.07.2025;-;(blank);SO027236;494104;KENDA Schweiz AG;DU Capnut MD+;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\0664380.pdf;500;0;0;0;500;3206.00
18.07.2025;A-LINE;WO073229;SO027281;359687;KENDA GB Rugeley Ltd;WI GO 2.50Ax8 35,3x63,5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\359687_BM.pdf;100;0;0;0;100;584.00
18.07.2025;A-LINE;WO073298;SO027303;506364;KENDA Deutschland GmbH;WI GK 2.50Ax8 14,2x96/89,8 TL Silver RAL9006;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\506364_BM.pdf;1000;0;0;0;1000;4860.00
18.07.2025;A-LINE;WO073299;SO027303;506364;KENDA Deutschland GmbH;WI GK 2.50Ax8 14,2x96/89,8 TL Silver RAL9006;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\506364_BM.pdf;1000;0;0;0;1000;4860.00
18.07.2025;A-LINE;WO073300;SO027303;506364;KENDA Deutschland GmbH;WI GK 2.50Ax8 14,2x96/89,8 TL Silver RAL9006;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\506364_BM.pdf;1000;0;0;0;1000;4860.00
18.07.2025;A-LINE;WO073504;SO027407;367545;KENDA Deutschland GmbH;WI GK 2.50Ax8 14,2x96/89,8;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-025-097_BM.pdf;2000;0;0;0;2000;8720.00
18.07.2025;B-LINE;WO073245;SO027281;365190;KENDA GB Rugeley Ltd;WI GO 5.50Ax8 H2 35,3x76;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-055-038_BM.pdf;200;200;200;0;200;2566.00
18.07.2025;B-LINE;WO073708;SO027463;592831;KENDA Polska Sp. z.o.o.;WI GPL 5.50Ax8 H2 25,4x89,5 TL Silver RAL9006;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\592831_BM.pdf;315;0;0;0;315;3408.30
18.07.2025;CLAMP ASSEMBLY;WO073064;SO027236;680965;KENDA Schweiz AG;DU Ringnut Kit MD;Firm Planned;;100;0;0;0;100;908.00
18.07.2025;CLAMP ASSEMBLY;(blank);SO027236;143552;KENDA Schweiz AG;DU Footbase MD      Standard;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G14008.pdf;500;0;0;0;500;2080.00
18.07.2025;C-LINE;WO070441;SO026357;139968;KENDA GB Rugeley Ltd;WB 2.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\139968_BM.pdf;702;702;681;681;21;102.69
18.07.2025;C-LINE;WO071576;SO026735;363523;KENDA GB Rugeley Ltd;WI GO 4.50Ax6 H2 35,3x62;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-060-045-032_BM.pdf;140;140;123;123;17;104.89
18.07.2025;C-LINE;WO073241;SO027281;274515;KENDA GB Rugeley Ltd;WB 2.50Ax8 H2 4/67/101.6 Ø11.5 C90 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274515_BM.pdf;702;0;0;0;702;3194.10
18.07.2025;C-LINE;WO073418;SO027346;721323;KENDA Deutschland GmbH;WI EK 5.00Ix10 H2 25x90/100;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-100-050-005_BM.pdf;250;0;0;0;250;3250.00
18.07.2025;D-LINE;WO072945;SO027204;141275;KENDA Deutschland GmbH;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET-50 RFH;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P225-160-172-STR_BM.pdf;8;0;0;0;8;996.08
